Water_Body,pH,Turbidity_NTU,Temperature_C,Dissolved_Oxygen_mgL,Conductivity_uS,Bacteria_CFU_100mL,Potability,Organic_Carbon_mgL,Ammonia_mgL,Nitrates_mgL,Nitrites_mgL,Sulfate_mgL,Solids_ppm
Lake,6.23,41.71,7.0,9.45,784.0,1725.0,1,14.28,1.51,42.43,1.47,50.24,31078.16
Pond,6.28,30.31,20.8,6.38,897.2,1802.0,1,11.3,3.13,10.22,1.87,310.45,10566.23
River,8.89,10.27,10.0,5.04,261.1,2094.0,0,5.31,2.9,0.68,2.31,466.06,40765.63
Pond,8.83,1.67,25.3,7.02,854.4,1295.0,0,16.83,1.49,38.68,1.7,305.62,4606.06
Pond,7.67,37.47,17.9,5.89,1056.7,2048.0,1,15.45,2.34,47.99,2.14,207.71,28201.53
Ocean,6.64,40.65,22.6,10.06,838.5,3133.0,0,6.13,2.15,26.69,1.19,177.3,45735.68
Reservoir,7.75,24.31,33.5,11.96,453.7,541.0,1,7.21,4.61,11.08,3.0,90.2,31089.94
Ocean,8.29,31.29,23.8,8.02,1115.4,1416.0,1,12.13,3.58,40.75,1.67,494.29,9787.07
River,6.02,48.94,7.0,10.2,668.7,3432.0,1,17.13,2.0,20.21,2.38,199.85,41292.19
River,8.47,17.2,28.6,6.56,505.5,2921.0,1,16.08,4.17,13.18,2.27,333.8,10010.63
Ocean,7.39,42.57,29.2,4.41,1341.9,2137.0,1,13.41,4.42,1.78,0.41,326.67,24904.3
Reservoir,7.39,43.71,31.8,7.11,1020.9,1220.0,0,8.71,4.32,22.31,1.23,302.87,33832.76
Ocean,7.3,4.63,16.4,7.92,790.4,4225.0,0,1.57,0.5,44.13,2.96,367.17,33248.97
River,8.08,24.02,11.7,6.64,1437.4,3705.0,1,8.76,2.27,28.24,1.72,401.43,44578.81
Reservoir,6.63,29.19,21.6,7.03,213.1,2384.0,0,18.41,0.73,14.7,0.37,400.59,31128.88
River,7.82,7.66,23.7,7.63,410.7,2199.0,1,17.8,1.81,20.28,0.5,292.37,41123.44
Reservoir,6.13,20.86,20.9,6.02,1446.9,1279.0,0,11.12,2.89,37.57,2.38,138.93,25001.02
Reservoir,8.43,22.92,27.4,3.18,288.3,3591.0,1,10.42,2.98,2.7,0.33,174.97,30526.14
Ocean,8.45,14.25,20.2,10.52,582.7,2755.0,0,12.4,3.68,42.34,1.35,172.76,10947.87
Ocean,6.94,4.97,33.9,4.79,310.3,2745.0,1,11.81,0.25,26.89,1.17,435.83,34506.2
Ocean,6.32,17.75,16.4,5.89,79.1,1644.0,0,16.07,4.44,7.24,2.62,265.83,39893.3
Reservoir,8.24,30.76,8.4,10.61,1068.4,3247.0,1,13.33,4.99,5.03,0.93,343.32,10002.43
Reservoir,7.41,18.89,18.7,8.0,905.0,122.0,1,15.48,4.62,37.32,2.87,482.44,37701.97
River,8.77,12.14,14.0,4.25,917.6,487.0,1,0.12,1.54,28.97,0.08,212.27,46682.01
Pond,7.06,10.32,9.6,8.08,457.9,3981.0,1,18.79,1.88,30.61,0.16,226.71,45445.95
Ocean,8.52,20.66,21.5,5.67,954.6,1025.0,1,5.99,3.1,12.48,2.83,361.67,42381.85
River,6.08,48.42,16.2,11.55,1322.2,1909.0,0,7.36,3.77,23.27,1.79,97.54,13151.02
River,8.32,31.72,10.8,11.37,619.7,1986.0,1,15.32,0.27,14.03,0.56,343.88,1320.07
Lake,8.03,5.73,22.5,9.41,1465.6,2703.0,0,19.33,3.25,8.74,1.96,266.64,21297.49
Ocean,7.58,7.33,26.3,3.52,479.1,4534.0,1,14.93,4.65,19.43,2.57,281.34,38016.56
River,8.73,29.97,10.8,8.19,109.4,2751.0,0,2.34,3.19,11.6,0.31,241.6,27407.0
Lake,8.83,12.78,32.1,5.82,63.4,3222.0,0,11.58,0.12,31.66,2.71,254.9,31236.88
Ocean,8.79,41.72,22.0,6.98,249.6,944.0,1,12.21,0.58,14.46,0.39,356.09,23660.43
Reservoir,7.79,3.93,7.8,11.12,1014.8,3733.0,0,1.05,2.59,27.32,2.7,279.31,37975.24
Lake,7.56,12.19,19.4,6.6,1257.8,681.0,0,3.82,4.62,44.01,2.06,166.43,18708.29
Reservoir,6.81,31.92,25.6,9.32,1088.6,4299.0,1,19.84,4.64,4.19,1.05,323.53,17167.97
Pond,6.49,33.0,5.5,10.37,1403.2,3279.0,1,0.15,0.87,30.56,1.59,262.27,12666.18
Pond,7.67,35.82,7.6,3.32,1489.4,1124.0,0,11.96,3.04,18.77,0.51,266.27,9655.85
Pond,6.45,43.41,27.2,10.27,636.1,1391.0,1,9.43,1.97,12.31,2.12,76.33,24681.25
Pond,6.52,48.46,13.0,9.83,506.8,2761.0,1,4.02,4.54,47.46,1.91,199.14,10107.45
River,7.07,10.44,15.7,4.39,626.9,4670.0,1,4.71,4.2,25.83,2.95,181.05,857.93
Pond,6.56,13.32,14.5,10.57,865.0,4250.0,1,8.79,1.48,14.89,2.41,431.35,24330.37
River,7.51,20.02,15.3,6.32,1140.8,1778.0,0,5.28,2.32,34.05,0.83,88.59,13758.27
River,7.99,19.45,20.8,4.16,477.6,123.0,0,18.98,2.24,46.01,2.92,219.95,39975.48
Ocean,8.09,17.99,8.0,4.09,1454.0,935.0,0,11.59,3.49,27.18,1.19,148.21,45545.87
River,7.6,3.58,29.8,9.94,511.4,1974.0,1,17.93,4.07,43.21,2.77,493.58,24174.2
River,7.57,43.21,14.3,10.64,459.0,2698.0,0,1.86,2.63,43.51,0.56,230.01,35599.69
Pond,7.42,33.34,27.3,7.1,1075.5,2582.0,1,7.21,0.81,46.94,0.76,301.27,37750.73
River,6.74,39.47,24.3,3.25,1074.1,104.0,0,4.92,4.8,3.01,0.31,108.93,1578.82
Reservoir,7.96,49.99,26.7,10.06,953.4,3421.0,0,6.87,3.55,17.47,0.99,323.34,7990.38
Pond,7.97,24.73,22.5,8.15,888.5,560.0,1,17.46,1.95,16.58,2.37,293.66,27135.64
Lake,6.77,7.09,17.6,8.59,139.4,1562.0,1,8.16,3.5,28.8,0.31,282.49,26506.97
Pond,8.1,41.74,6.7,11.43,461.7,1015.0,0,2.65,4.2,39.55,2.02,374.58,33930.93
River,8.57,37.26,18.1,8.58,495.0,893.0,0,5.44,2.11,21.83,0.25,450.14,35216.43
Reservoir,7.78,38.53,5.3,3.79,1095.1,2915.0,0,11.98,0.3,16.08,1.58,263.0,12007.07
Pond,6.35,8.47,5.0,11.93,1405.1,655.0,1,1.35,1.69,34.14,0.25,209.95,19297.56
Reservoir,6.98,37.85,12.4,10.03,748.1,1507.0,0,7.74,0.17,47.56,0.22,428.77,6045.5
Lake,6.28,29.83,28.6,3.68,1230.5,4354.0,1,19.64,1.8,23.2,0.36,417.78,6871.88
Lake,6.91,3.0,12.1,9.86,204.9,4061.0,0,15.26,3.92,48.15,1.54,166.12,2467.2
Ocean,6.64,14.96,26.6,7.9,1001.2,1244.0,1,16.9,4.84,6.86,1.58,384.45,17347.23
Ocean,7.66,11.4,21.6,5.21,843.8,4253.0,0,8.08,2.88,17.27,0.53,274.18,649.78
Pond,7.27,14.91,26.7,4.1,85.3,3882.0,1,1.0,2.69,31.8,1.38,128.91,13625.77
Ocean,8.17,10.39,8.9,7.79,927.9,3181.0,0,16.72,4.65,16.24,2.98,431.69,32231.07
Reservoir,7.09,20.19,12.1,5.46,594.0,2093.0,0,8.43,0.97,12.33,0.75,364.59,19149.6
Ocean,6.46,11.24,25.4,6.49,977.1,4574.0,0,0.69,2.28,12.02,2.86,57.95,46564.41
Reservoir,6.71,20.11,28.7,10.25,1333.7,1076.0,0,1.72,3.35,34.23,0.46,148.18,43497.42
Ocean,7.64,1.32,22.3,4.51,790.8,2322.0,0,9.14,4.73,27.77,1.83,228.14,2163.53
Ocean,7.35,36.93,5.7,6.62,1387.6,3973.0,1,0.99,2.02,0.74,2.32,114.33,769.55
Ocean,6.13,17.68,33.7,3.28,681.3,4487.0,0,10.67,1.53,38.96,2.09,133.22,18077.85
River,6.63,14.73,27.6,4.72,527.1,2316.0,0,0.68,0.14,20.09,1.36,433.27,19933.59
River,6.89,43.02,34.6,11.54,1227.9,2852.0,0,13.52,1.92,5.39,1.27,11.15,17707.59
Ocean,8.18,37.56,18.8,6.02,364.6,553.0,0,19.2,4.12,25.06,0.84,58.99,47156.03
Reservoir,8.19,43.22,5.3,5.31,636.7,157.0,0,14.0,3.4,49.27,1.05,369.9,18177.89
Pond,8.09,43.71,12.3,5.41,224.1,1689.0,0,4.85,3.62,17.41,2.81,153.39,5903.36
Lake,8.46,36.62,7.4,6.47,1182.0,4840.0,1,0.39,1.9,19.28,1.38,462.01,40335.77
River,8.62,3.35,32.4,8.57,1013.2,4129.0,1,7.19,2.14,4.23,2.46,76.69,25380.71
Ocean,6.21,5.23,23.9,4.42,1132.4,491.0,0,1.38,3.1,18.11,1.34,418.85,23392.29
Lake,7.48,4.13,20.9,9.03,1297.8,1858.0,0,0.98,2.82,15.15,2.26,7.75,24880.68
River,6.45,12.77,14.4,4.08,470.8,3412.0,0,12.51,0.42,21.57,0.11,304.82,8246.11
Pond,7.06,43.26,12.0,8.27,1081.3,1381.0,1,4.04,0.56,32.13,0.46,410.58,21985.25
Reservoir,7.99,2.4,27.7,5.01,356.3,4072.0,0,16.02,2.91,5.85,0.97,258.43,16904.89
Ocean,7.8,3.3,12.8,3.15,1019.4,755.0,0,5.23,2.69,4.73,1.89,461.33,49142.15
Pond,6.39,6.32,23.9,6.73,814.8,4971.0,0,11.62,3.44,33.06,2.03,303.39,2720.62
River,8.27,29.13,17.5,5.28,488.7,713.0,1,1.1,2.47,42.54,1.57,145.17,22817.25
Ocean,8.36,16.3,23.3,8.3,1231.3,4438.0,0,19.24,2.85,1.09,1.8,448.34,25538.11
Lake,6.42,47.07,19.6,11.52,306.3,3225.0,0,15.16,1.42,3.64,2.01,14.11,1254.69
Reservoir,7.85,7.2,11.1,4.19,809.9,1491.0,0,2.55,1.71,47.97,1.86,255.44,5428.84
River,8.84,40.33,12.8,5.35,1419.7,1145.0,1,9.52,3.87,25.23,1.84,108.63,39147.5
Reservoir,6.28,32.42,32.1,9.88,206.4,2313.0,1,9.33,3.35,47.46,0.32,481.13,535.22
Ocean,6.49,32.83,5.2,9.0,797.1,1421.0,0,5.13,3.38,7.01,1.76,467.46,12836.98
Pond,8.3,17.91,8.8,10.18,1105.6,2966.0,1,7.48,2.23,19.86,2.17,191.83,9740.09
Reservoir,7.01,0.72,10.8,5.55,374.5,4357.0,0,6.91,4.74,40.78,0.58,474.28,152.07
Lake,8.87,18.64,5.9,7.97,1496.0,4449.0,0,11.57,3.37,44.2,2.58,453.5,23842.04
River,7.87,30.27,18.8,7.32,1474.6,4398.0,0,9.07,1.15,45.02,1.39,190.61,33192.27
Lake,7.45,37.0,19.5,6.7,128.4,477.0,0,6.09,0.42,2.83,1.23,266.21,33604.14
Reservoir,7.01,27.87,13.3,5.4,108.5,3668.0,1,3.53,3.04,46.51,0.16,75.5,11462.54
Pond,6.72,49.06,18.7,9.87,1204.6,3674.0,0,15.52,4.39,46.92,1.46,68.97,44689.34
Pond,7.95,29.53,23.5,6.93,203.8,3946.0,1,0.75,4.22,5.95,0.11,331.18,41679.27
Lake,7.78,4.61,7.8,4.1,674.8,3550.0,0,2.04,4.36,6.26,2.18,138.39,38669.55
Ocean,7.07,42.82,18.5,4.51,575.8,3829.0,1,14.87,2.89,48.57,0.23,462.47,44029.82
Ocean,8.75,32.81,12.4,5.68,936.4,3648.0,0,18.44,0.07,9.92,2.66,185.41,13400.4
Pond,8.29,26.1,23.8,7.5,235.4,2045.0,0,18.82,2.29,12.5,0.33,446.27,34388.61
Lake,6.78,39.07,31.3,9.5,1394.1,250.0,1,8.48,4.82,42.56,1.07,126.82,37711.91
Lake,8.83,34.67,29.4,5.19,995.0,85.0,0,17.9,0.61,44.84,1.55,150.89,1244.78
Lake,8.27,47.47,19.4,9.36,1317.9,4435.0,1,13.18,3.94,40.37,0.86,182.23,49296.2
Reservoir,8.69,23.48,6.9,10.71,1316.2,4448.0,0,2.5,0.02,8.3,2.23,79.1,41287.47
Ocean,6.41,35.68,24.6,5.15,447.5,139.0,1,13.84,1.96,19.76,0.82,312.0,28983.67
Ocean,6.1,23.23,34.9,11.94,933.9,1194.0,1,15.03,3.14,48.35,1.83,308.78,48781.6
Reservoir,7.48,14.26,24.0,10.71,67.3,2702.0,1,10.94,0.31,33.95,2.17,388.23,30670.53
River,7.34,16.31,5.9,4.71,1113.1,437.0,1,9.21,2.94,0.58,2.89,40.56,35063.98
Reservoir,8.61,29.8,8.8,3.14,726.9,1345.0,1,11.54,4.14,25.34,1.82,21.38,8371.03
Lake,6.52,9.43,15.5,11.32,952.8,4013.0,0,4.01,3.24,15.92,1.46,235.97,44574.6
Reservoir,6.07,25.52,27.7,4.14,1013.8,1882.0,0,8.09,1.54,9.38,0.71,121.09,32535.74
Lake,7.59,34.82,10.5,8.56,1221.3,498.0,1,6.88,0.24,33.81,2.42,89.12,1653.87
Pond,6.53,27.05,6.5,7.59,1219.9,4545.0,1,10.53,3.59,30.58,0.32,484.55,41036.61
Lake,6.15,28.34,21.0,5.99,694.9,3861.0,0,19.34,4.85,10.69,1.49,341.87,32151.18
Ocean,6.07,11.02,16.4,11.27,210.1,905.0,0,0.62,4.1,21.93,0.19,310.6,1502.57
Reservoir,6.43,33.05,12.7,9.68,1216.5,4396.0,0,6.64,0.72,3.0,2.72,236.59,45760.12
Lake,7.13,30.07,14.3,4.07,1440.9,4987.0,1,1.62,4.41,33.38,1.66,75.92,21858.43
River,8.65,26.91,32.4,8.72,1380.5,1003.0,0,2.06,4.72,3.59,0.54,469.83,49401.98
Pond,8.28,34.96,24.6,10.99,858.2,975.0,1,0.39,2.55,29.24,1.55,184.97,15527.08
River,7.59,35.2,32.7,9.72,200.6,1096.0,0,16.8,4.21,36.3,1.6,397.12,41870.71
River,7.29,34.75,7.9,5.49,431.8,4053.0,0,6.69,4.96,48.0,2.64,67.08,16119.87
River,7.37,7.46,14.5,10.62,1333.1,3505.0,0,6.11,0.6,13.64,0.07,435.76,13821.89
Pond,8.65,29.66,20.5,10.9,473.7,4521.0,1,5.31,2.57,43.77,2.92,420.97,45577.64
Pond,8.17,35.09,24.9,9.41,1366.8,3854.0,1,2.37,4.45,43.79,2.83,363.93,5436.75
Pond,6.52,30.61,17.8,11.29,681.1,3963.0,1,8.81,2.71,0.72,2.71,449.08,20792.14
Pond,8.82,10.05,8.0,4.51,643.4,158.0,0,3.99,1.61,22.04,1.24,332.67,17297.33
River,8.32,1.68,24.9,4.83,1391.1,1795.0,1,18.74,1.54,10.78,0.58,276.97,13812.74
Ocean,6.1,30.62,33.3,9.77,1298.1,3023.0,0,15.01,2.98,11.85,1.65,125.98,41032.54
Ocean,7.51,11.41,32.4,9.07,1175.4,48.0,1,14.7,3.47,40.44,0.75,485.49,31908.69
Pond,7.96,41.47,13.5,11.92,466.7,1187.0,1,7.98,0.96,23.81,1.83,259.62,47061.41
Reservoir,6.18,46.8,30.3,7.57,1274.4,377.0,1,6.42,0.46,43.74,2.22,305.5,868.43
Lake,7.06,42.01,26.7,4.97,658.7,571.0,1,11.25,4.78,7.33,0.55,320.51,38133.32
Reservoir,7.94,8.94,24.0,11.44,257.9,539.0,0,15.87,1.85,0.4,2.86,33.8,125.38
Reservoir,8.45,41.01,32.7,8.69,251.2,3221.0,0,1.37,3.42,8.18,0.95,72.97,26237.42
Reservoir,8.93,9.34,5.5,7.31,1441.3,237.0,0,13.73,2.69,13.96,1.03,245.61,16505.19
Ocean,6.36,15.26,34.0,9.73,1261.3,4055.0,1,3.89,1.58,27.08,1.06,480.25,44158.75
Lake,7.9,41.5,33.1,6.69,265.1,4463.0,1,17.96,2.94,27.46,0.44,35.06,21507.62
Reservoir,8.68,7.69,32.6,8.64,821.1,3714.0,0,8.46,1.12,44.45,1.34,102.34,43781.88
Pond,8.15,9.8,21.0,11.76,160.4,4005.0,1,12.11,2.95,31.77,0.55,469.53,10933.44
Ocean,7.9,42.33,8.0,10.42,379.2,324.0,0,18.35,0.57,7.8,1.28,103.49,10044.86
Pond,6.64,49.36,19.8,11.19,294.3,1201.0,1,10.15,3.44,14.63,1.95,170.69,42972.62
Pond,8.45,31.97,29.2,6.12,1419.1,4613.0,0,2.83,0.5,29.95,1.31,471.38,35328.31
Reservoir,7.69,31.06,17.6,5.19,178.7,720.0,1,19.95,0.82,16.53,2.85,172.82,29760.3
Pond,6.33,27.26,12.1,9.03,703.6,1975.0,0,11.38,3.08,42.95,1.9,185.43,46292.72
Lake,8.81,12.61,32.0,5.06,746.4,1151.0,0,8.76,2.88,28.43,0.28,70.25,30400.97
Pond,8.97,2.37,12.2,9.87,309.5,4642.0,1,17.46,1.05,28.78,2.47,387.31,43293.95
Reservoir,7.61,22.79,33.4,9.06,702.1,963.0,1,14.99,4.52,25.2,0.38,281.17,9267.08
Pond,8.33,42.42,11.9,10.19,301.9,1783.0,0,17.28,1.67,27.81,0.42,481.73,22927.01
Ocean,7.75,44.48,12.1,11.01,650.9,567.0,0,6.78,3.93,43.67,0.69,270.43,18044.41
Ocean,7.27,25.53,30.0,3.33,436.0,1079.0,0,14.24,0.19,15.43,1.91,418.05,5879.91
Ocean,7.23,47.01,11.4,8.05,104.2,81.0,1,12.41,1.11,20.15,1.47,190.35,25888.52
River,8.89,28.41,15.4,5.74,684.7,2253.0,0,13.89,0.9,46.97,2.64,458.07,36905.26
Ocean,7.11,38.09,21.7,7.32,382.9,956.0,0,4.52,2.23,44.96,0.6,260.15,4853.1
Ocean,7.47,22.37,25.8,7.45,72.6,3069.0,0,1.63,3.45,7.26,2.74,438.9,35758.23
River,6.75,4.57,9.4,8.95,1339.1,219.0,1,3.62,3.03,27.64,0.27,490.94,26694.57
Ocean,6.76,41.97,28.1,6.87,1395.5,514.0,1,8.35,0.65,6.13,1.16,36.93,39925.06
Reservoir,7.07,47.18,18.5,11.49,592.9,4234.0,1,0.96,3.69,25.59,2.94,146.64,30031.78
Ocean,8.77,36.32,31.9,10.54,1489.4,2910.0,1,17.93,3.24,37.35,1.1,258.46,2114.9
Ocean,7.19,20.74,24.7,10.08,302.3,4123.0,1,9.44,0.85,31.73,1.2,470.88,8465.01
River,7.66,43.09,11.9,10.61,875.0,4498.0,0,8.63,2.74,30.14,1.85,395.94,41052.66
Reservoir,7.64,31.73,15.7,4.61,229.6,699.0,1,10.64,0.02,31.12,1.47,54.64,48192.86
Pond,7.75,0.64,28.9,11.76,767.6,2791.0,0,6.1,1.21,9.97,1.93,302.88,22542.08
Lake,8.46,46.8,14.9,7.99,1378.1,2775.0,0,14.34,1.29,13.43,2.85,54.3,22916.69
Reservoir,8.7,23.42,8.9,5.23,359.5,82.0,1,1.9,2.01,27.67,1.27,335.14,30284.68
Pond,6.63,9.13,34.3,7.87,547.0,1004.0,0,4.2,4.56,26.47,2.15,34.45,18821.81
Reservoir,8.58,9.56,33.2,4.41,473.9,2766.0,0,5.92,4.59,36.24,1.75,217.16,37892.76
Pond,7.64,17.39,13.7,10.38,422.7,4035.0,1,8.59,3.08,4.9,2.89,68.68,37735.08
Pond,8.77,2.6,16.0,6.59,1118.7,240.0,0,16.41,4.52,40.72,1.28,87.72,10527.51
Reservoir,8.75,15.62,31.1,10.95,1492.8,1299.0,0,2.36,2.27,26.56,2.94,475.79,28215.53
River,7.17,5.01,5.1,3.74,979.6,1247.0,1,9.31,3.07,31.65,0.74,64.81,35656.67
Reservoir,7.96,10.5,16.6,6.39,1284.7,281.0,1,16.95,3.38,7.46,0.96,231.79,48457.22
Reservoir,8.61,1.39,6.7,5.24,734.7,2204.0,0,18.99,3.4,25.92,2.92,344.02,34560.02
Pond,7.15,34.21,31.0,9.18,312.1,198.0,1,9.67,2.93,9.72,1.44,110.04,44362.21
Lake,6.13,28.99,19.2,10.33,293.4,1879.0,1,5.81,1.52,20.72,0.93,492.5,11187.67
Pond,7.08,5.06,34.7,3.45,1208.8,666.0,1,16.36,0.96,44.09,1.45,270.51,46563.94
Ocean,7.1,38.88,10.9,5.33,1274.2,1129.0,0,12.46,1.87,19.51,0.17,486.64,34827.65
Reservoir,8.42,34.56,14.9,8.49,895.5,4908.0,0,17.02,0.45,7.48,2.53,351.75,32334.39
Reservoir,6.93,8.14,10.2,4.07,620.8,4672.0,1,13.91,0.24,41.23,1.31,365.69,32287.54
River,8.68,2.55,5.7,4.64,153.7,4474.0,1,12.2,4.57,44.1,0.29,351.2,1536.11
Pond,7.65,7.18,33.2,11.12,784.3,1930.0,1,2.75,0.38,12.08,2.22,184.34,44560.52
River,7.76,6.29,27.9,6.48,128.0,2054.0,0,18.67,4.45,31.19,0.77,316.58,33528.0
Reservoir,8.42,30.71,29.8,9.36,1087.2,4248.0,0,11.67,1.39,8.18,2.09,77.9,4884.79
Pond,6.4,3.04,16.6,9.55,504.0,615.0,0,15.1,0.24,30.63,0.43,454.76,33963.1
Pond,6.05,15.89,32.6,10.27,120.8,4022.0,0,15.62,1.79,48.09,2.51,217.02,44756.29
Ocean,6.17,18.27,7.7,7.18,1344.1,2042.0,0,17.04,1.17,0.65,2.72,484.52,47239.34
Ocean,6.09,4.74,8.9,5.37,127.3,868.0,0,18.12,2.92,47.9,0.38,139.6,31900.25
Lake,8.1,17.49,18.3,6.4,738.4,4543.0,1,12.74,0.49,17.38,2.05,364.64,45692.26
Ocean,6.73,28.53,9.3,9.89,455.5,431.0,1,11.02,4.63,26.56,2.75,38.13,34639.95
Pond,8.57,16.45,8.5,4.48,1088.2,1926.0,0,3.67,2.06,22.55,2.83,136.99,24485.79
Ocean,8.65,46.57,20.8,9.06,1422.5,4727.0,1,5.67,0.7,21.42,1.79,206.21,11221.37
Lake,7.07,14.65,11.0,6.84,988.0,4876.0,0,4.98,4.51,16.24,1.53,36.13,17593.48
Reservoir,6.58,32.72,29.3,5.09,1106.7,2624.0,1,19.45,2.74,4.27,1.3,401.73,3770.96
Ocean,7.5,27.17,31.9,9.83,1196.7,4229.0,0,1.5,0.15,34.57,0.02,230.38,36176.95
Pond,8.45,19.07,25.9,6.37,192.2,1710.0,1,5.37,0.41,0.58,1.27,380.19,3751.42
Reservoir,8.05,48.46,12.1,11.31,388.7,2126.0,0,18.66,3.35,9.19,2.23,175.87,49288.47
Pond,6.08,43.02,28.4,7.79,1448.9,840.0,0,5.46,2.17,43.56,2.51,466.51,42057.66
Reservoir,6.02,10.43,6.5,3.62,419.9,3772.0,0,17.2,2.51,42.96,0.26,352.55,43686.12
Pond,6.34,48.64,24.1,9.71,1003.9,91.0,0,5.38,4.35,14.93,0.11,141.78,6809.38
Ocean,7.01,1.44,32.8,11.62,577.1,3951.0,0,18.15,4.01,19.47,2.32,115.57,885.3
Ocean,7.61,1.04,22.9,9.51,457.3,2386.0,1,17.87,1.47,44.03,1.6,63.54,40500.59
Lake,8.45,5.22,32.6,3.18,970.0,4626.0,1,15.32,1.15,31.04,1.86,485.32,14549.24
Reservoir,6.43,18.11,24.3,9.28,180.3,2308.0,1,4.23,0.29,1.01,2.65,140.16,10852.64
Lake,6.46,18.57,28.6,11.89,1439.6,3998.0,0,16.99,2.16,49.31,1.7,459.37,27009.17
River,8.59,3.26,18.6,11.69,1148.2,4481.0,0,18.14,1.3,38.03,2.81,321.68,39206.7
Ocean,8.77,37.28,23.8,8.98,1169.8,626.0,1,7.42,1.75,15.25,2.82,388.18,21986.05
Reservoir,7.65,16.38,6.5,6.76,139.3,2440.0,1,3.71,4.07,29.31,1.74,20.23,35319.87
Lake,8.35,47.43,5.9,5.77,1060.0,3912.0,0,3.97,2.21,46.16,0.28,69.25,29365.41
Lake,7.03,49.91,9.0,10.62,537.0,1223.0,1,7.77,3.36,4.24,1.49,30.7,16509.66
River,8.84,34.66,20.7,9.74,1476.4,4209.0,1,4.76,3.64,30.05,1.02,242.0,22274.55
Lake,8.71,6.21,29.2,7.02,57.8,4477.0,1,19.82,2.02,9.07,1.29,119.54,9715.73
Pond,8.55,26.1,30.0,6.57,382.6,167.0,1,16.64,2.9,25.84,1.76,489.15,33157.75
Ocean,6.04,39.35,33.4,4.53,1124.4,3134.0,0,12.65,2.16,1.51,0.07,366.27,46085.94
Lake,7.57,45.95,13.6,4.48,1449.1,4193.0,1,4.32,1.4,9.1,2.4,172.49,5826.72
Lake,6.08,21.62,32.5,7.17,843.6,387.0,0,2.67,3.68,18.1,1.65,257.92,26794.58
River,8.03,0.51,29.5,10.47,366.3,3528.0,0,10.82,3.57,14.05,2.2,384.72,2521.31
Pond,6.55,20.64,17.0,4.73,770.8,3164.0,1,17.41,4.18,13.94,0.95,449.18,21339.1
Lake,7.92,28.85,17.0,6.27,1110.1,4016.0,0,0.42,4.95,9.04,2.13,249.11,11974.27
Ocean,6.29,5.99,28.5,9.59,296.0,3908.0,0,10.07,0.48,2.9,2.18,282.19,10600.68
Ocean,8.27,32.48,22.9,7.54,107.3,2562.0,0,6.47,3.08,0.28,0.52,118.58,28509.19
Lake,8.18,28.35,23.2,3.42,1249.9,3706.0,0,19.58,2.29,38.67,1.0,93.73,6726.98
Pond,6.01,24.15,13.7,4.16,296.3,149.0,0,8.28,0.61,1.16,1.49,342.25,41526.17
Ocean,8.38,27.35,28.9,7.42,783.3,58.0,1,3.41,3.58,5.62,1.26,310.41,25436.66
Ocean,6.49,1.98,25.1,10.62,1115.2,437.0,0,14.79,1.96,43.39,0.82,476.25,1200.28
Pond,6.33,37.77,9.3,5.72,1250.5,4993.0,1,5.11,3.73,19.65,0.17,182.35,38702.57
Pond,7.5,35.09,18.6,6.83,1345.9,4955.0,0,8.43,2.58,4.83,0.59,17.91,21666.22
Lake,7.77,10.44,16.6,11.08,608.0,1980.0,1,19.4,0.13,32.7,1.36,262.84,10504.45
Reservoir,6.31,4.29,33.1,4.4,328.9,2716.0,0,3.91,0.57,37.34,1.33,46.53,24355.42
River,6.91,19.94,20.7,8.09,1435.3,4613.0,1,10.11,2.99,15.2,1.5,35.51,1797.88
Reservoir,7.22,38.0,9.4,5.52,470.5,4812.0,0,8.33,3.5,42.54,2.63,76.98,45451.84
Reservoir,8.83,20.07,31.6,10.25,219.6,2593.0,0,19.25,2.22,8.76,0.92,292.69,24870.65
Ocean,6.75,36.27,10.2,10.71,215.0,1300.0,0,18.24,1.18,47.86,0.5,57.64,20633.98
Pond,6.78,38.93,23.3,11.43,1068.4,3871.0,0,11.65,3.04,45.31,1.89,207.33,37240.51
Ocean,7.98,2.77,17.2,4.16,187.6,17.0,0,14.24,4.37,36.15,2.6,124.12,41740.3
River,8.18,20.07,9.3,11.0,1160.4,2376.0,1,10.5,3.85,5.38,2.45,419.52,37231.1
Lake,6.03,49.42,16.0,3.31,508.3,100.0,0,11.0,2.72,42.57,1.42,391.72,15223.76
River,6.4,1.8,8.0,6.56,1244.5,4616.0,0,1.04,0.31,35.99,1.61,223.98,17501.45
Ocean,7.07,44.8,21.0,3.64,621.8,1695.0,0,0.98,3.26,39.9,0.73,325.65,17516.41
Ocean,7.9,6.29,28.9,3.45,895.3,4537.0,0,15.15,2.52,27.15,2.86,472.22,14117.36
Ocean,6.4,30.72,23.1,6.19,339.5,4401.0,1,19.45,1.67,33.22,1.28,319.66,41743.41
Ocean,7.07,47.51,23.8,6.47,1064.9,3904.0,1,13.22,3.84,24.92,1.18,461.31,22027.11
Reservoir,6.24,30.99,19.8,5.0,411.1,4990.0,1,5.71,0.92,18.38,2.09,178.94,2920.85
Lake,7.71,9.91,9.4,6.98,923.5,2042.0,0,12.41,2.21,36.45,0.52,494.38,31596.78
Reservoir,7.28,10.77,28.2,7.09,1351.1,4484.0,1,10.23,3.53,19.49,0.12,14.93,26455.78
